name_1,contrib_1,name_2,contrib_2,name_3,contrib_3,name_4,contrib_4,name_5,contrib_5,name_6,contrib_6,name_7,contrib_7,name_8,contrib_8,name_9,contrib_9,name_10,contrib_10,name_11,contrib_11,name_12,contrib_12,cluster_klime,predict_klime,model_pred,pred_actual
radius_worst,3.2670663560792157,texture_mean,0.26411411630832815,smoothness_worst,0.23477506205372306,area_mean,0.19299701978921127,concave points_mean,0.14149970967138906,concave points_worst,0.05014741932448052,concavity_worst,0.045819707356213254,texture_worst,0.042996922733328814,area_se,0.011756380714906261,concavity_mean,0.0071335373746231135,perimeter_worst,-0.22934606891402046,area_worst,-0.7993886663366564,3,0.3365233918079309,0.033987302,B
radius_worst,3.83436457406174,concave points_mean,0.3135228873147118,smoothness_worst,0.295592615135074,area_mean,0.20886988380477278,concavity_worst,0.1571346434627784,texture_mean,0.15538430692261362,concave points_worst,0.09008784179530571,texture_worst,0.02572568691628943,area_se,0.02402952541728093,concavity_mean,0.021241717387506107,perimeter_worst,-0.27592164210060205,area_worst,-1.1242040713412396,3,0.7601162444078596,0.9659781,M
radius_worst,3.436439565045221,texture_mean,0.31299025658507956,area_mean,0.2218516190174999,smoothness_worst,0.21836397630161247,concave points_mean,0.15330326048825105,concavity_worst,0.06258432969478069,concave points_worst,0.05517695400599184,texture_worst,0.04175894953665291,area_se,0.019690861105827427,concavity_mean,0.010388788749854118,perimeter_worst,-0.24722579132213945,area_worst,-0.894160497759162,3,0.41178340851904965,0.9338465,M
radius_worst,2.033498828128006,texture_mean,0.2833247917646983,smoothness_worst,0.20967575443284805,area_mean,0.07618974727469525,concavity_worst,0.05034777255376845,texture_worst,0.042257158262144434,concave points_mean,0.014655837430718703,concave points_worst,0.012642869532740221,concavity_mean,0.0039044200020834307,area_se,0.0036614881695417756,perimeter_worst,-0.14703312464256882,area_worst,-0.3070648144044584,0,-0.20275918459116493,0.004749109,B
radius_worst,3.214009688210346,smoothness_worst,0.28188453174213457,texture_mean,0.22124947991588298,area_mean,0.1640857317608671,concave points_mean,0.16010530672169693,concavity_worst,0.12495303723729685,concave points_worst,0.08155735650215416,texture_worst,0.040656851446929244,area_se,0.012213932162143915,concavity_mean,0.010350110425870963,perimeter_worst,-0.23044975548242286,area_worst,-0.7652136786869907,3,0.4811231834259071,0.76809525,M
radius_worst,2.3548997969490406,smoothness_worst,0.2077450384620115,texture_mean,0.1979875735809585,area_mean,0.09909202249714828,texture_worst,0.028986689483143018,area_se,0.011831742129745405,concavity_worst,0.0,concavity_mean,0.0,concave points_mean,0.0,concave points_worst,0.0,perimeter_worst,-0.16157971361411258,area_worst,-0.41652678977189483,0,-0.2445365971045571,0.0010438536,B
radius_worst,2.948726348866,texture_mean,0.2553582302159689,smoothness_worst,0.23438891885955573,area_mean,0.1443296849414986,concave points_mean,0.05973225473908364,texture_worst,0.036807056749949316,concave points_worst,0.031478970006635555,concavity_worst,0.01920923848986658,area_se,0.014264839237409154,concavity_mean,0.0018785121134521885,perimeter_worst,-0.21000948023561025,area_worst,-0.6395313360470264,0,0.15677097830626815,0.0016352885,B
radius_worst,4.642458438526055,area_mean,0.3384321363317936,concave points_mean,0.3152376888861687,texture_mean,0.2833247917646983,smoothness_worst,0.23516120524789036,concavity_worst,0.12759440860253737,concave points_worst,0.11119216379223558,texture_worst,0.05232701341071547,area_se,0.036421095200117104,concavity_mean,0.01947505880557277,perimeter_worst,-0.3478820063604391,perimeter_mean,-1.4794677493417838,2,0.9649346563393054,0.9963114,M
radius_worst,2.3548997969490406,texture_mean,0.25209110853971545,smoothness_worst,0.235354276844974,area_mean,0.09526552849339685,texture_worst,0.03519165270062832,concave points_mean,0.03432461145532988,concavity_worst,0.021527176626710307,concave points_worst,0.015793725083216432,area_se,0.012450782323066933,concavity_mean,0.0031308535224203148,perimeter_worst,-0.16383123421365348,area_worst,-0.4109159709040393,0,-0.08077950682898728,0.0013350073,B
radius_worst,3.4201144364701843,smoothness_worst,0.2191362626899471,texture_mean,0.21876646744193035,area_mean,0.1954062937915733,concave points_mean,0.17553852086480945,concave points_worst,0.05019672848802475,concavity_worst,0.05002433932537165,texture_worst,0.03084364927815687,area_se,0.018754226378540944,concavity_mean,0.00807122539118773,perimeter_worst,-0.2421488331074884,area_worst,-0.8741655796118949,3,0.34776360668107575,0.087697536,B
radius_worst,2.8915883988533717,texture_mean,0.2932568416605088,smoothness_worst,0.24249792593706917,area_mean,0.13222662612963293,texture_worst,0.0482960519044659,concave points_mean,0.03603941302678683,concavity_worst,0.03315190591067194,concave points_worst,0.03123735510526884,area_se,0.009710856597843816,concavity_mean,0.0017917472245170011,perimeter_worst,-0.20471178470727866,area_worst,-0.6354507405067678,0,0.19091021429190885,0.007838424,B
radius_worst,2.607939289862109,smoothness_worst,0.2728101666792029,texture_mean,0.2262155048637882,area_mean,0.11281071211059787,concave points_mean,0.053187428741356305,texture_worst,0.04040019846713059,concave points_worst,0.03156772650101517,concavity_worst,0.020775194370687748,area_se,0.01150876463757765,concavity_mean,0.002123126378642958,perimeter_worst,-0.18246146348828612,area_worst,-0.5131348891875168,0,0.04649693234250776,0.0036650533,B
radius_worst,2.499785313052491,texture_mean,0.32958723470044704,smoothness_worst,0.2894143240283971,area_mean,0.09835506809642579,texture_worst,0.053127166818323065,concave points_mean,0.04615674229838282,concavity_worst,0.030321865162199948,concave points_worst,0.03025610275073869,area_se,0.00895724244945239,concavity_mean,0.002486911696106153,perimeter_worst,-0.1721309572080396,area_worst,-0.46488184692395906,0,0.17853978339014764,0.01458198,B
radius_worst,6.328027963898593,area_mean,0.47335148046406644,concave points_mean,0.35353492398204056,texture_mean,0.35245708643422113,smoothness_worst,0.2859390352808913,concavity_worst,0.15686511577244772,concave points_worst,0.12785866107018484,area_se,0.08386648879956024,texture_worst,0.05210055489912842,concavity_mean,0.02038452209923076,perimeter_worst,-0.4547188661817922,perimeter_mean,-1.7482548077287436,1,1.22978353563281,0.99795747,M
radius_worst,2.909954168500288,texture_mean,0.21419249709517557,smoothness_worst,0.19789838701074516,area_mean,0.15688625415380886,concavity_worst,0.08915975996138438,concave points_mean,0.08002407333465751,concave points_worst,0.04426976703000847,texture_worst,0.034346207590703316,concavity_mean,0.00845905399112694,area_se,0.0078914167252988,perimeter_worst,-0.20305625485467504,area_worst,-0.6448361102493626,0,0.1162617229354553,0.003438433,B
radius_worst,2.2936805647926532,smoothness_worst,0.2739685962617048,texture_mean,0.20491387153461577,area_mean,0.08310578088147562,concave points_mean,0.06904934327733306,texture_worst,0.034708541209242605,concave points_worst,0.032189021961672455,concavity_worst,0.022731965402488386,area_se,0.008203628301060962,concavity_mean,0.002435689050831163,perimeter_worst,-0.16405197152733394,area_worst,-0.38408605522683914,0,-0.038986104115359244,0.001998822,B
radius_worst,6.121923215638755,area_mean,0.5323078325218663,concave points_mean,0.5273014832230111,texture_mean,0.3255360038218928,smoothness_worst,0.30370162221258745,concavity_worst,0.17454613225813942,concave points_worst,0.1413693718813035,area_se,0.06459549843355089,texture_worst,0.05075690106371189,concavity_mean,0.03490457399452898,perimeter_worst,-0.4673008930615796,perimeter_mean,-1.953261886159476,1,1.4444481067659671,0.99787056,M
